"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X3","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X4","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X5","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X6","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X7","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X8","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X9","X90","X91","X92","X93","X94","X95","X96"
"group_975","","hypothetical protein","2","2","1","1","1385","1","484","","182","182","182","","","","","","","","","","","","","","","","AFPJPPCC_00072","GGAINHIF_00079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1000","","hypothetical protein","1","1","1","1","1128","1","439","","164","164","164","","","","","","","","","","","","","","","","AFPJPPCC_00116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1001","","hypothetical protein","1","1","1","1","1127","1","416","","89","89","89","","","","","","","","","","","","","","","","AFPJPPCC_00117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1002","","minor tail protein","1","1","1","1","1448","1","744","","1526","1526","1526","","","","","","","","","","","","","","","","AFPJPPCC_00120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1004","","holin","1","1","1","1","1108","1","749","","413","413","413","","","","","","","","","","","","","","","","AFPJPPCC_00125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1005","","hypothetical protein","1","1","1","1","1460","1","759","","401","401","401","","","","","","","","","","","","","","","","AFPJPPCC_00127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1006","","glutaredoxin","1","1","1","1","1459","1","758","","263","263","263","","","","","","","","","","","","","","","","AFPJPPCC_00128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1007","","hypothetical protein","1","1","1","1","1458","1","757","","782","782","782","","","","","","","","","","","","","","","","AFPJPPCC_00129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1008","","hypothetical protein","1","1","1","1","1457","1","756","","2198","2198","2198","","","","","","","","","","","","","","","","AFPJPPCC_00130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1009","","hypothetical protein","1","1","1","1","1456","1","755","","317","317","317","","","","","","","","","","","","","","","","AFPJPPCC_00131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1010","","hypothetical protein","1","1","1","1","1455","1","754","","320","320","320","","","","","","","","","","","","","","","","AFPJPPCC_00132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1011","","nucleotidyl transferase","1","1","1","1","1454","1","753","","722","722","722","","","","","","","","","","","","","","","","AFPJPPCC_00133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1012","","hypothetical protein","1","1","1","1","1453","1","752","","455","455","455","","","","","","","","","","","","","","","","AFPJPPCC_00134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1013","","hypothetical protein","1","1","1","1","1268","1","568","","230","230","230","","","","","","","","","","","","","","","","","GGAINHIF_00001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1014","","hypothetical protein","1","1","1","1","1269","1","569","","275","275","275","","","","","","","","","","","","","","","","","GGAINHIF_00002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1015","","putative HTH-type transcriptional regulator","1","1","1","1","1270","1","570","","431","431","431","","","","","","","","","","","","","","","","","GGAINHIF_00003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1016","","hypothetical protein","1","1","1","1","1271","1","571","","155","155","155","","","","","","","","","","","","","","","","","GGAINHIF_00004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1017","","hypothetical protein","1","1","1","1","1272","1","572","","437","437","437","","","","","","","","","","","","","","","","","GGAINHIF_00005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1018","","hypothetical protein","1","1","1","1","1273","1","573","","299","299","299","","","","","","","","","","","","","","","","","GGAINHIF_00006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1019","","hypothetical protein","1","1","1","1","1274","1","574","","242","242","242","","","","","","","","","","","","","","","","","GGAINHIF_00007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1020","","hypothetical protein","1","1","1","1","1275","1","575","","341","341","341","","","","","","","","","","","","","","","","","GGAINHIF_00008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1021","","hypothetical protein","1","1","1","1","1276","1","576","","308","308","308","","","","","","","","","","","","","","","","","GGAINHIF_00009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1022","","hypothetical protein","1","1","1","1","1277","1","577","","164","164","164","","","","","","","","","","","","","","","","","GGAINHIF_00010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1023","","metallophosphoesterase","1","1","1","1","1278","1","578","","794","794","794","","","","","","","","","","","","","","","","","GGAINHIF_00011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1024","","hypothetical protein","1","1","1","1","1279","1","579","","314","314","314","","","","","","","","","","","","","","","","","GGAINHIF_00012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1025","","hypothetical protein","1","1","1","1","1280","1","580","","152","152","152","","","","","","","","","","","","","","","","","GGAINHIF_00013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1026","","hypothetical protein","1","1","1","1","1281","1","581","","257","257","257","","","","","","","","","","","","","","","","","GGAINHIF_00014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1027","","membrane protein","1","1","1","1","1282","1","582","","902","902","902","","","","","","","","","","","","","","","","","GGAINHIF_00015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1028","","hypothetical protein","1","1","1","1","1283","1","583","","209","209","209","","","","","","","","","","","","","","","","","GGAINHIF_00016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1029","","hypothetical protein","1","1","1","1","1284","1","584","","320","320","320","","","","","","","","","","","","","","","","","GGAINHIF_00017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1030","","hypothetical protein","1","1","1","1","1285","1","585","","1436","1436","1436","","","","","","","","","","","","","","","","","GGAINHIF_00018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1031","","hypothetical protein","1","1","1","1","1286","1","586","","137","137","137","","","","","","","","","","","","","","","","","GGAINHIF_00019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1032","","hypothetical protein","1","1","1","1","1287","1","587","","464","464","464","","","","","","","","","","","","","","","","","GGAINHIF_00020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1033","","hypothetical protein","1","1","1","1","1288","1","588","","143","143","143","","","","","","","","","","","","","","","","","GGAINHIF_00021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1034","","hypothetical protein","1","1","1","1","1289","1","589","","398","398","398","","","","","","","","","","","","","","","","","GGAINHIF_00022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1035","","hypothetical protein","1","1","1","1","1290","1","590","","398","398","398","","","","","","","","","","","","","","","","","GGAINHIF_00023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1036","","hypothetical protein","1","1","1","1","1291","1","591","","578","578","578","","","","","","","","","","","","","","","","","GGAINHIF_00024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1037","","hypothetical protein","1","1","1","1","1292","1","592","","923","923","923","","","","","","","","","","","","","","","","","GGAINHIF_00025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1038","","ERF family ssDNA binding protein","1","1","1","1","1293","1","593","","773","773","773","","","","","","","","","","","","","","","","","GGAINHIF_00026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1039","","hypothetical protein","1","1","1","1","1294","1","594","","401","401","401","","","","","","","","","","","","","","","","","GGAINHIF_00027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1040","","hypothetical protein","1","1","1","1","1295","1","595","","257","257","257","","","","","","","","","","","","","","","","","GGAINHIF_00028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1041","","HNH endonuclease","1","1","1","1","1296","1","596","","257","257","257","","","","","","","","","","","","","","","","","GGAINHIF_00029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1042","","hypothetical protein","1","1","1","1","1297","1","597","","290","290","290","","","","","","","","","","","","","","","","","GGAINHIF_00030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1043","","hypothetical protein","1","1","1","1","1298","1","598","","653","653","653","","","","","","","","","","","","","","","","","GGAINHIF_00031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1044","","hypothetical protein","1","1","1","1","1299","1","599","","1277","1277","1277","","","","","","","","","","","","","","","","","GGAINHIF_00032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1045","","WhiB family transcription factor","1","1","1","1","1300","1","600","","260","260","260","","","","","","","","","","","","","","","","","GGAINHIF_00033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1046","","hypothetical protein","1","1","1","1","1301","1","601","","200","200","200","","","","","","","","","","","","","","","","","GGAINHIF_00034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1047","","phosphoribosyl pyrophosphate synthetase","1","1","1","1","1302","1","602","","845","845","845","","","","","","","","","","","","","","","","","GGAINHIF_00035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1048","","hypothetical protein","1","1","1","1","1303","1","603","","416","416","416","","","","","","","","","","","","","","","","","GGAINHIF_00036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1049","","hypothetical protein","1","1","1","1","1304","1","604","","113","113","113","","","","","","","","","","","","","","","","","GGAINHIF_00037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1050","","nicotinate ribosyltransferase","1","1","1","1","1305","1","605","","1490","1490","1490","","","","","","","","","","","","","","","","","GGAINHIF_00038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1051","","hypothetical protein","1","1","1","1","1306","1","606","","311","311","311","","","","","","","","","","","","","","","","","GGAINHIF_00039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1052","","hypothetical protein","1","1","1","1","1267","1","661","","206","206","206","","","","","","","","","","","","","","","","","GGAINHIF_00041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1053","","resolvase","1","1","1","1","1266","1","662","","365","365","365","","","","","","","","","","","","","","","","","GGAINHIF_00042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1054","","WhiB family transcription factor","1","1","1","1","1265","1","663","","239","239","239","","","","","","","","","","","","","","","","","GGAINHIF_00043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1055","whiB","Transcriptional regulator WhiB","1","1","1","1","1356","1","664","","500","500","500","","","","","","","","","","","","","","","","","GGAINHIF_00044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1056","","hypothetical protein","1","1","1","1","1357","1","665","","608","608","608","","","","","","","","","","","","","","","","","GGAINHIF_00045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1057","","SSDNA binding protein","1","1","1","1","1358","1","666","","389","389","389","","","","","","","","","","","","","","","","","GGAINHIF_00046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1058","","hypothetical protein","1","1","1","1","1359","1","667","","158","158","158","","","","","","","","","","","","","","","","","GGAINHIF_00047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1059","","hypothetical protein","1","1","1","1","1360","1","668","","338","338","338","","","","","","","","","","","","","","","","","GGAINHIF_00048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1060","","RNA ligase","1","1","1","1","1361","1","669","","1316","1316","1316","","","","","","","","","","","","","","","","","GGAINHIF_00049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1061","","hypothetical protein","1","1","1","1","1362","1","670","","149","149","149","","","","","","","","","","","","","","","","","GGAINHIF_00050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1062","","hypothetical protein","1","1","1","1","1363","1","671","","407","407","407","","","","","","","","","","","","","","","","","GGAINHIF_00051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1063","","hypothetical protein","1","1","1","1","1364","1","672","","401","401","401","","","","","","","","","","","","","","","","","GGAINHIF_00052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1064","","helix-turn-helix DNA binding domain protein","1","1","1","1","1365","1","673","","347","347","347","","","","","","","","","","","","","","","","","GGAINHIF_00053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1065","","hypothetical protein","1","1","1","1","1366","1","674","","167","167","167","","","","","","","","","","","","","","","","","GGAINHIF_00054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1066","","HNH endonuclease","1","1","1","1","1367","1","675","","413","413","413","","","","","","","","","","","","","","","","","GGAINHIF_00055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1067","","hypothetical protein","1","1","1","1","1368","1","676","","254","254","254","","","","","","","","","","","","","","","","","GGAINHIF_00056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1068","","hypothetical protein","1","1","1","1","1369","1","677","","323","323","323","","","","","","","","","","","","","","","","","GGAINHIF_00057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1069","","DNA polymerase II","1","1","1","1","1370","1","678","","779","779","779","","","","","","","","","","","","","","","","","GGAINHIF_00058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1070","","hypothetical protein","1","1","1","1","1371","1","679","","212","212","212","","","","","","","","","","","","","","","","","GGAINHIF_00059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1071","","hypothetical protein","1","1","1","1","1372","1","680","","152","152","152","","","","","","","","","","","","","","","","","GGAINHIF_00060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1072","","hypothetical protein","1","1","1","1","1373","1","681","","101","101","101","","","","","","","","","","","","","","","","","GGAINHIF_00061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1073","","hypothetical protein","1","1","1","1","1374","1","682","","233","233","233","","","","","","","","","","","","","","","","","GGAINHIF_00062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1074","","hypothetical protein","1","1","1","1","1375","1","683","","185","185","185","","","","","","","","","","","","","","","","","GGAINHIF_00063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1075","","hypothetical protein","1","1","1","1","1355","1","488","","779","779","779","","","","","","","","","","","","","","","","","GGAINHIF_00068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1076","","hypothetical protein","1","1","1","1","1354","1","489","","1238","1238","1238","","","","","","","","","","","","","","","","","GGAINHIF_00069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1077","","hypothetical protein","1","1","1","1","1170","1","486","","398","398","398","","","","","","","","","","","","","","","","","GGAINHIF_00077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1078","","hypothetical protein","1","1","1","1","1168","1","483","","218","218","218","","","","","","","","","","","","","","","","","GGAINHIF_00084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1079","","hypothetical protein","1","1","1","1","1167","1","482","","257","257","257","","","","","","","","","","","","","","","","","GGAINHIF_00085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1080","","hypothetical protein","1","1","1","1","1166","1","481","","215","215","215","","","","","","","","","","","","","","","","","GGAINHIF_00086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1081","","hypothetical protein","1","1","1","1","1165","1","480","","299","299","299","","","","","","","","","","","","","","","","","GGAINHIF_00087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1082","","hypothetical protein","1","1","1","1","1164","1","479","","575","575","575","","","","","","","","","","","","","","","","","GGAINHIF_00088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1083","","hypothetical protein","1","1","1","1","1163","1","478","","218","218","218","","","","","","","","","","","","","","","","","GGAINHIF_00089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1084","","hypothetical protein","1","1","1","1","1162","1","477","","212","212","212","","","","","","","","","","","","","","","","","GGAINHIF_00090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1085","","hypothetical protein","1","1","1","1","1161","1","476","","272","272","272","","","","","","","","","","","","","","","","","GGAINHIF_00091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1086","","hypothetical protein","1","1","1","1","1160","1","475","","224","224","224","","","","","","","","","","","","","","","","","GGAINHIF_00092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1087","","hypothetical protein","1","1","1","1","1159","1","474","","542","542","542","","","","","","","","","","","","","","","","","GGAINHIF_00093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1088","","hypothetical protein","1","1","1","1","1158","1","473","","605","605","605","","","","","","","","","","","","","","","","","GGAINHIF_00094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1089","","hypothetical protein","1","1","1","1","1157","1","472","","365","365","365","","","","","","","","","","","","","","","","","GGAINHIF_00095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1090","","terminase large subunit","1","1","1","1","1156","1","471","","1508","1508","1508","","","","","","","","","","","","","","","","","GGAINHIF_00096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1091","","portal protein","1","1","1","1","1155","1","470","","1424","1424","1424","","","","","","","","","","","","","","","","","GGAINHIF_00097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1092","","capsid maturation protease","1","1","1","1","1154","1","469","","1274","1274","1274","","","","","","","","","","","","","","","","","GGAINHIF_00098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
